tema,video_id,comentario,likes,autor,fonte
Novas regras CNH,UZpv03WjizA,"Vai arrecadar mais,pois vai ter um número elevado de reprovação aí para marcar outro exame recolhe novamente a taxa para o governo e tem também o veículo para exame acompanhado de um instrutor",0,@JosénivaldoSilveiradeabreu,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Que doideira é essa dar aulas em um veículo que não esteja preparado isso só vai dar acidentes,0,@JosénivaldoSilveiradeabreu,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Vai acontecer muitos acidentes, pois os carros particulares não tem   equipamentos de segurança para que o instrutor possa acionar. Esta é uma medida popular visando votos  em 2026. O golpe esta ai cai quem quer....",0,@dirleiv1565,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Parabéns pela conquista Ao governo,0,@geilsonpereira4522,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Aqui nos Estados Unidos td mundo tira até mais facil e mais barato e nao da acidente na prova. Até q enfim.,0,@AnaCosta-sq4vf,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Muito bom mesmo,1,@dourivalmoura28,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Queremos é o fim do IPVA,  e do GRT , vigaristas",0,@marciodefranca9740,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Pq quem manda são os caminhos.
E se ele por essa regra.
Pode tirar os bolsonaristas.
E por os petistas caminheiro 😂
Jogo sujo",0,@jardelandrade1352,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Que loucura.,0,@jefersonsilva9565,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Aprende ai bolsonaro como nao perder com a maquina na mao lula ta roubando os velhos e ainda vai ganhar as eleicoes,0,@esperanca_estoico21,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Muitos acha que acabou a máfia mais esqueceram que o dinheiro vai direto pro governo agora,a máfia continua",0,@mateusMiranda-b5i,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"REFORÇO, ESSE PROJETO É DO KIM KATAGIRI, LULA COMO SEMPRE USA SUA IMAGEM PARA PROJETOS DE DEPUTADOS QUE REALMENTE SAO DE DIREITA, NAO BOLSONARISTAS DE CENTRAO, ANTES DE APLAUDIREM PROJETOS DESSE LADRAO, PESQUISA QUE FOI O RESPONSAVEL, LULA USOU ISSK COMO PROJETO PARA A FUTURA REELEICAO, SEUS ANALFABETOS POLITICOS.",0,@Snooze-F,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Vivo s esquerda q pensa no pobre,0,@DavidCosta-lc9kh,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Os especialistas do Brasil são pessoas conhecidas do governo,porque de especialistas estes não tem nada.",0,@jokergitattoo,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Essa porcaria tinha que ser como nos Estados Unidos,na prática isso aí não irá mudar quase nada.",0,@jokergitattoo,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,O Caôs...,0,@Xurumi0,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"já está valendo mesmo, tente de novo",0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,não se não quiser fazer lá,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,agradeça ao katia abreu,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"gente aprendendo com parentes ou amigos literalmente sempre existiu... diz aí qual estado teve um número considerável de acidente por esse motivo, nas últimas décadas",0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"gente aprendendo com parentes ou amigos literalmente sempre existiu... diz aí qual estado teve um número considerável de acidente por esse motivo, nas últimas décadas",0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"reforço, esse projeto é da katia abreu",0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,VIVA OS ACIDENTES! TA POUCO 😂😂,0,@DIASCCB,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Depois de mais de 3 anos, enfim, um acerto do Lula. Talvez seja pra diminuir a rejeição.",0,@robertogomes1279,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Esse projeto é do Kim Kataguiri o Lula só tomou pra ele.
E isso que há dois anos atrás o partido dele foi contra o projeto",0,@pedroaugustoprado9176,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,É 9 dedo já tá cavando uma possível reeleição kkk só que não 😅😅😅,0,@joabeneves8658,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Só faltou exigir e aprovar o exame toxicológico de cada candidato o candidato para fazer a primeira carteira,0,@JoiceSchafransk,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Eles primeiro criam as surras no gado , depois aliviam as lapadas 😂😂😂",0,@andersonbarros6707,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Até que enfim algo efetivo pra acabar com as máfias das auto-escolas, o bom seria também algo que pudesse acabar com a máfia do psicoteste.",0,@jonasmateus1071,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Até que fim esse governo fez 1 coisa que preste,0,@espóliodeguerra,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Sou motorista profissional a 23 anos e isso é um escárnio com a população e um perigo constante....quanto mais aulas vc faz p "" tirar a carteira"" mais importante é o processo....o q vai ter d acidentes daqui p frente..",0,@italoandrade8651,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pequena notícia boa mas os impostos em forma de burocracia ainda dificulta tirar a CNH fora o valor de carros e motos que e mais importo que o próprio veículo,0,@fagundessabrito2065,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Muito bom! 👏🏻,0,@duffdev,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Vai acabar com os quebras ?,0,@michelleferreirarocha7586,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Quem aí curte uma leitada logo de manhã?,0,@Tokido_Cheiradaço,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Renovação automática,  boa!",0,@LucasBorges-bf2tz,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Nós proximos 10 anos vai morrer um monte de pedestres e ciclista,0,@diegoalvesfigueira,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Que bom🎉,0,@LucasBorges-bf2tz,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Valeu kim !!,2,@Denni789,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Boaaa otimoooo,0,@fabiopedroso2988,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Só o Lula pra mudar isso e mudar o imposto de renda só coisas boas,e pro povo não só pra ricos.",0,@dudugames7494,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Obrigado Sir Kim Kataguiri!,2,@matthew_dgg,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,e continuarão o mesmo tanto,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o projeto é da katia abreu e o kim só tentou tomar pra ele,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o mesmo tanto que hoje em dia,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Como acaba os roubos kkkk,0,@fabriciofe6929,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"sim, o mesmo que morreram nos últimos 10",0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Valores,0,@AndersonAquino-u1f,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Amém.. ei auto escola vai tomar caju...😂😂😂,0,@j.fernandes7412,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Fizemos o L pra isso mesmo,1,@lailsonmicael4009,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Isso é realmente algo muito bom eu até cansei de tirar carteira e reprovei muitas vezes e desanimei por que muito caro nisso,0,@RafaelSouza-cg7kp,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"1.200,00 até 10x ❤",0,@alexandremacedo1041,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Eu já perdi tantas vagas de emprego boas desde 2017 quando era mais jovem... agora já agendei os exames... finalmente vou poder dirigir,0,@PedroTeixeiraChannel,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,🎉🎉🎉😮❤,0,@CharlesCostasantos-p2b,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o problema para mim não e o preço e pessoas que nao saber dirigir.,0,@candyfamilychv,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Deus seja Louvado!! Deus falou que se fosse preciso entrar nas leis pra beneficiar aqueles que o servem, entraria. E agora vêm essa notícia. Tudo é pra ele e por ele. Porque ele é o Regedor de todas as coisas. Glória a Deus.",0,@Lucasrodrigues0496,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Bolsonaro e sua corja nunca mais 😂😂😂,0,@silvanomacedo28,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Ótimo parabéns governo Lula,0,@antoniotranquilino-sd3gt,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Eu agora consigo Glória a Deus, esperei tanto e agora sim .",0,@LarissaAlves-s2f,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"O povo é muito fácil de ser enganado, todos acham que é algo bom dado pelo governo e fica todo mundo feliz, nas não percebem o grande perigo em facilitar algo que já gera muitis acidentes por imprudência e falta de capacidade de condutores inexperientes, veremos o índice de acidentes pequenos e graves aumentar drasticamente, isso mostra que o governo quer mesmo é o mau pra população, facilitar pra sair por aí dirigindo é o mesmo que facilitar pra terem armas nas mãos, é um risco",0,@MarcioCarvalho-e2f,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Vou virar instrutor 😂😂😂😂 contrata instrutor credenciado? 😂😂😂😂😂 Mina de dinheiro,0,@PatrickAmante-j3l,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,INSS ?????????,0,@zepequeno-td2,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Autoescolas são máfias ! É vergonhoso as autoescolas brasileiras ! O objetivo deles não é formar motoristas , é fazer o possível pra tirar o máximo de dinheiro de quem já não tem ! As ""aulas"" não servem pra nada e muita gente experiente é reprovada de propósito",0,@gabrielsr4791,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Qe.bom.asim.muintos.Brasileiros.vau.ter.a.oportunidade.parabes,0,@rosalinosilveira9050,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Boas notícias pro bom motorista 🎉,0,@ramoncorreianogueira4081,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o PT querendo se manter no poder,0,@William78655,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,essa lula acertou na mosca 😂😂,0,@EdivaldodasilvaMendonça,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,já gera porque auto escola é inutil nessa questão,0,@marciooliveira6713,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"​ @marciooliveira6713 ela ensina o básico,  não dá pra simular todas as situações que podem ocorrer no trânsito, os condutores aprendem mesmo no dia a dia, mas muitos não são bons condutores, as auto escolas tbm não ensinam dirigir com celular na mão, é irresponsabilidade deles pelos acidentes",0,@MarcioCarvalho-e2f,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Na decada de 2000 era assim nao tinha auto escola preço hoje das auto escolas é um abisurdo,0,@cassianoricardo369,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"CNH aqui no Mato Grosso sinop 4000,00",0,@danielezequiel5007,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Agora eu tiro a minha kkkk dirigo a 4 anos sem cnh kkk,0,@caçadorda36,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"28 anos, tenho moto, ando todos os dias, até que enfim vou tirar minha CNH",0,@shortsfresquinhos,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Kim parabéns 🎉🎉🎉,0,@saydph,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Não gosto do lula mas tá de parabéns,0,@NathanReiz,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Reprovei e paguei nessa desgraça 400 reais aqui em Sp. DESSA VEZ O governo acertou .,1,@videosworld6802,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,So memtira. Na pratica tudo vai ficar mais caro,0,@manoelleite9000,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Parabéns ao deputado Kim Kataguiri por essa implementação!,2,@alexandregv2397,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,🤣🤣🤣🤣🤣,0,@TonySilva75,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Ta bom pelo menos uma coisa boa.,0,@divinosilva6585,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Acabou a farra🎉🎉🎉😂,0,@renan87farias,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Obrigado Kim 👍, e fora Lula!!!!!!!!!",0,@matheusFrancisco-d4p,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,🎉🎉🎉🎉🎉,0,@genilsonclementino8915,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"bommmmm!,,",0,@djanmax4036,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,O tanto de barbeiros que vai aparecer ave maria!,0,@Marcondesomarcos,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Boaa... Parabéns ao deputado Kim kataguiri!,0,@GTSgunrox,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Obrigado Kim,1,@J.IgorMelo,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Concordo em cobrar monopólios que ficam sugando o dinheiro do povo mais daí facilitar ao ponto de ser carro automático aí já é de mais
Passa no carro automático e depois não sabe nem como manusear um mecânico....",0,@TharlysMagalhaes,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Parabéns kim kataguire 👏🏼👏🏼,0,@dianinnijaconelyjaconely7607,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"e como ficaria ""mais caro"", exatamente?",0,@EvandroMesquita-sw6wm,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,​ @EvandroMesquita-sw6wm ate agora. Tudo que esse hoverno fez foi mentir e toda vez fala uma coisa e faz outra contraria. Sempre tem uma controversia no meio de tudo. Quando isso valer de verdade eu espero que seja exatamente o que ta falando. Mas ai da nao fou assim,0,@manoelleite9000,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,parabéns katia abreu por essa implementação,0,@EvandroMesquita-sw6wm,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,o mesmo tanto que hoje em dia,0,@EvandroMesquita-sw6wm,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,parabéns a katia abreu,0,@EvandroMesquita-sw6wm,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,parabéns katia abreu,0,@EvandroMesquita-sw6wm,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Graças a Deus.. .
  Misericórdia 
  O tanto que gastei . 7 mil reais num conseguir. Tive que gastar mais 7 mil",0,@romariopereira2188,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Ano político chegando 🎉🎉 ou coisa boa bora aproveitar 🎉🎉
Finalmente um acerto...",0,@jonatamcampos984,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Motoristas já são ruim com 20 aulas de auto escola, imagina com 2h",1,@opiniaocritica6917,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Imagine quem pagou 2800 meses atrás 😅,0,@DiegoNonatosantos-b2j,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Bolsonaro sugeriu isso e fizeram várias reportagens sobre o perigo de não aprender nas auto escolas.😂,0,@renanalcantara8856,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Todo processo em carro automático, aí depois compra um manual se e loko o que vai aumentar o numero de barbeiro na rua",1,@grazilandim,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"E o salário que é bom, nada",0,@backto90s24,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Ladrão,0,@leidioml,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Pain te amo,0,@Agnaldof37373,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,A ESQUERDA FINGINDO QUE NÃO ESTA VENDO O BURACO QUE ESSE LADRÃO ESTA COLOCANDO O PAIS 😂,1,@PRCGL-x4x,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,AGORA SO FALTA DEVOLVER O DINHEIRO DO INSS 😂,0,@PRCGL-x4x,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Ok mas qual o valor q será cobrado com esse instrutor? Vai ter um teto tbm?,2,@ronaofla,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Tenho dúvida nessa parte do prazo de conclusão de 1 ano. Significa q não terá mais habilitação provisória?,0,@p4traoxisff173,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Cadê os comedores de capim e ossos para reclamar agora 🇧🇷,0,@cristianantonio5626,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Maravilha,0,@LacanVieira,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,VALEI KIM KATAGUIRI🎉,0,@afonsojunior1996,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"No País onde tudo é caro, o pobre escolhe comprar uma moto com a recisão dele, Ou fazer auto escola. 😂😂😂 Muitas vidas serão salvas, acredite.",1,@MarlonPB25,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,"Quanto mais o caos melhor pro governo se mostrar bonzinho ,mas sendo que eles mesmo taxa de impostos e auto escola só repassa.
Governo lixo",0,@franciscodeasses1438,https://www.youtube.com/watch?v=UZpv03WjizA
Novas regras CNH,UZpv03WjizA,Quero ver se vão aprovar no teste!,0,@barber_brown,https://www.youtube.com/watch?v=UZpv03WjizA
